PLAYER_NAME,PLAYER_TYPE,STAT,LINE,RAW_STAT_TYPE,RAW_DESCRIPTION,OPPONENT,BOARD_TIME,START_TIME,UPDATED_AT,SLATE_DATE,GAME_ID,GROUP_KEY,ODDS_TYPE,ADJUSTED_ODDS,FLASH_SALE_LINE_SCORE,IS_PROMO,IN_GAME,IS_LIVE,PROJECTION_TYPE,STATUS,PAYLOAD_RANK,LEAGUE,SELECTION_REASON,PLAYABLE_STANDARD,PLAYABILITY_REASON
Agustín Ramírez,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,STL,STL,2026-04-20T22:40:41.414-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T23:28:14.462-04:00,2026-04-21,MLB_game_nkOKNdvgNH4WyNIW0pgv5lwc,237311-282-MLB_game_nkOKNdvgNH4WyNIW0pgv5lwc-11-false,standard,,,False,False,False,Single Stat,pre_game,901,MLB,explicit_standard_odds_type,True,clean_standard
Alex Bregman,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,PHI,PHI,2026-04-20T22:13:09.410-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T22:14:24.409-04:00,2026-04-21,MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ,303400-282-MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ-11-false,standard,,,False,False,False,Single Stat,pre_game,2961,MLB,explicit_standard_odds_type,True,clean_standard
Amed Rosario,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,BOS,BOS,2026-04-21T00:10:02.003-04:00,2026-04-21T18:45:00.000-04:00,2026-04-21T00:19:13.302-04:00,2026-04-21,MLB_game_PDkMRIj6Lb495VL4W7oageqO,250301-282-MLB_game_PDkMRIj6Lb495VL4W7oageqO-11-false,standard,,,False,False,False,Single Stat,pre_game,1781,MLB,explicit_standard_odds_type,True,clean_standard
Andrew Benintendi,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,AZ,AZ,2026-04-21T03:24:58.783-04:00,2026-04-21T21:40:00.000-04:00,2026-04-21T03:59:54.041-04:00,2026-04-21,MLB_game_HaBTmkABHg8zYix6IZWoeaDF,127166-282-MLB_game_HaBTmkABHg8zYix6IZWoeaDF-11-false,standard,,,False,False,False,Single Stat,pre_game,5374,MLB,explicit_standard_odds_type,True,clean_standard
Andy Pages,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,SF,SF,2026-04-21T02:13:11.492-04:00,2026-04-21T21:45:00.000-04:00,2026-04-21T02:17:58.052-04:00,2026-04-21,MLB_game_GsojfZA5IqOLQub6ThbWhtBp,137904-282-MLB_game_GsojfZA5IqOLQub6ThbWhtBp-11-false,standard,,,False,False,False,Single Stat,pre_game,5695,MLB,explicit_standard_odds_type,True,clean_standard
Brandon Lowe,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,TEX,TEX,2026-04-20T22:28:49.131-04:00,2026-04-21T20:05:00.000-04:00,2026-04-20T22:47:44.987-04:00,2026-04-21,MLB_game_QemEKAorzPz79NgTeCvEZ9pY,308573-282-MLB_game_QemEKAorzPz79NgTeCvEZ9pY-11-false,standard,,,False,False,False,Single Stat,pre_game,3762,MLB,explicit_standard_odds_type,True,clean_standard
Bryan Reynolds,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,TEX,TEX,2026-04-20T22:28:51.124-04:00,2026-04-21T20:05:00.000-04:00,2026-04-20T23:58:59.432-04:00,2026-04-21,MLB_game_QemEKAorzPz79NgTeCvEZ9pY,67525-282-MLB_game_QemEKAorzPz79NgTeCvEZ9pY-11-false,standard,,,False,False,False,Single Stat,pre_game,3764,MLB,explicit_standard_odds_type,True,clean_standard
Bryce Harper,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CHC,CHC,2026-04-20T22:13:12.406-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T22:23:52.910-04:00,2026-04-21,MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ,73988-282-MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ-11-false,standard,,,False,False,False,Single Stat,pre_game,2967,MLB,explicit_standard_odds_type,True,clean_standard
Byron Buxton,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,NYM,NYM,2026-04-20T17:10:13.436-04:00,2026-04-21T19:10:00.000-04:00,2026-04-20T17:30:38.884-04:00,2026-04-21,MLB_game_HzO8AFxSEkbkYtu9czDoTss3,67509-282-MLB_game_HzO8AFxSEkbkYtu9czDoTss3-11-false,standard,,,False,False,False,Single Stat,pre_game,2539,MLB,explicit_standard_odds_type,True,clean_standard
CJ Abrams,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,ATL,ATL,2026-04-20T23:52:33.472-04:00,2026-04-21T18:45:00.000-04:00,2026-04-21T00:09:27.596-04:00,2026-04-21,MLB_game_rGEaL323NveTDgbIGJuK2Utl,70998-282-MLB_game_rGEaL323NveTDgbIGJuK2Utl-11-false,standard,,,False,False,False,Single Stat,pre_game,2128,MLB,explicit_standard_odds_type,True,clean_standard
Cal Raleigh,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,ATH,ATH,2026-04-21T01:08:38.508-04:00,2026-04-21T21:40:00.000-04:00,2026-04-21T01:11:17.325-04:00,2026-04-21,MLB_game_at2BiBQtzg03O8AobIj7qtrB,69387-282-MLB_game_at2BiBQtzg03O8AobIj7qtrB-11-false,standard,,,False,False,False,Single Stat,pre_game,4900,MLB,explicit_standard_odds_type,True,clean_standard
Carlos Correa,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CLE,CLE,2026-04-20T22:11:46.985-04:00,2026-04-21T18:10:00.000-04:00,2026-04-20T22:18:21.908-04:00,2026-04-21,MLB_game_4dghfrFyEJuCzjnhGK3kwaN,249856-282-MLB_game_4dghfrFyEJuCzjnhGK3kwaN-11-false,standard,,,False,False,False,Single Stat,pre_game,129,MLB,explicit_standard_odds_type,True,clean_standard
Carter Jensen,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,BAL,BAL,2026-04-21T01:56:08.679-04:00,2026-04-21T19:40:00.000-04:00,2026-04-21T01:58:28.616-04:00,2026-04-21,MLB_game_SCoXb5SkdEch8ckECcXlfUW6,260504-282-MLB_game_SCoXb5SkdEch8ckECcXlfUW6-11-false,standard,,,False,False,False,Single Stat,pre_game,3485,MLB,explicit_standard_odds_type,True,clean_standard
Chandler Simpson,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CIN,CIN,2026-04-20T22:26:50.590-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T23:03:37.070-04:00,2026-04-21,MLB_game_4vbe8ujW8vvEzZTk6u14U1wR,235841-282-MLB_game_4vbe8ujW8vvEzZTk6u14U1wR-11-false,standard,,,False,False,False,Single Stat,pre_game,515,MLB,explicit_standard_odds_type,True,clean_standard
Chase DeLauter,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,HOU,HOU,2026-04-20T22:11:50.267-04:00,2026-04-21T18:10:00.000-04:00,2026-04-20T22:20:52.410-04:00,2026-04-21,MLB_game_4dghfrFyEJuCzjnhGK3kwaN,266831-282-MLB_game_4dghfrFyEJuCzjnhGK3kwaN-11-false,standard,,,False,False,False,Single Stat,pre_game,135,MLB,explicit_standard_odds_type,True,clean_standard
Chase Meidroth,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,AZ,AZ,2026-04-20T16:13:05.052-04:00,2026-04-21T21:40:00.000-04:00,2026-04-20T16:31:40.420-04:00,2026-04-21,MLB_game_HaBTmkABHg8zYix6IZWoeaDF,235491-282-MLB_game_HaBTmkABHg8zYix6IZWoeaDF-11-false,standard,,,False,False,False,Single Stat,pre_game,5279,MLB,explicit_standard_odds_type,True,clean_standard
Cody Bellinger,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,BOS,BOS,2026-04-21T00:10:12.008-04:00,2026-04-21T18:45:00.000-04:00,2026-04-21T00:13:05.357-04:00,2026-04-21,MLB_game_PDkMRIj6Lb495VL4W7oageqO,233317-282-MLB_game_PDkMRIj6Lb495VL4W7oageqO-11-false,standard,,,False,False,False,Single Stat,pre_game,1792,MLB,explicit_standard_odds_type,True,clean_standard
Dane Myers,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,TB,TB,2026-04-20T22:26:53.797-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T22:40:11.247-04:00,2026-04-21,MLB_game_4vbe8ujW8vvEzZTk6u14U1wR,309525-282-MLB_game_4vbe8ujW8vvEzZTk6u14U1wR-11-false,standard,,,False,False,False,Single Stat,pre_game,520,MLB,explicit_standard_odds_type,True,clean_standard
Daulton Varsho,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,LAA,LAA,2026-04-21T02:39:13.048-04:00,2026-04-21T21:38:00.000-04:00,2026-04-21T04:05:38.556-04:00,2026-04-21,MLB_game_rZQsYVr6Q9JCDL2FRC99HuoF,127295-282-MLB_game_rZQsYVr6Q9JCDL2FRC99HuoF-11-false,standard,,,False,False,False,Single Stat,pre_game,4557,MLB,explicit_standard_odds_type,True,clean_standard
Daylen Lile,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,ATL,ATL,2026-04-20T23:52:37.007-04:00,2026-04-21T18:45:00.000-04:00,2026-04-21T00:14:26.473-04:00,2026-04-21,MLB_game_rGEaL323NveTDgbIGJuK2Utl,239111-282-MLB_game_rGEaL323NveTDgbIGJuK2Utl-11-false,standard,,,False,False,False,Single Stat,pre_game,2134,MLB,explicit_standard_odds_type,True,clean_standard
Dillon Dingler,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,MIL,MIL,2026-04-20T16:20:29.530-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T16:46:16.267-04:00,2026-04-21,MLB_game_tGDbCkIdd8gHi9kobfe0Pmh5,191208-282-MLB_game_tGDbCkIdd8gHi9kobfe0Pmh5-11-false,standard,,,False,False,False,Single Stat,pre_game,1310,MLB,explicit_standard_odds_type,True,clean_standard
Elly Cruz,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,TB,TB,2026-04-20T22:26:56.349-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T22:34:01.313-04:00,2026-04-21,MLB_game_4vbe8ujW8vvEzZTk6u14U1wR,142356-282-MLB_game_4vbe8ujW8vvEzZTk6u14U1wR-11-false,standard,,,False,False,False,Single Stat,pre_game,525,MLB,explicit_standard_odds_type,True,clean_standard
Francisco Lindor,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,MIN,MIN,2026-04-20T17:10:20.473-04:00,2026-04-21T19:10:00.000-04:00,2026-04-20T17:13:08.946-04:00,2026-04-21,MLB_game_HzO8AFxSEkbkYtu9czDoTss3,67573-282-MLB_game_HzO8AFxSEkbkYtu9czDoTss3-11-false,standard,,,False,False,False,Single Stat,pre_game,2549,MLB,explicit_standard_odds_type,True,clean_standard
Freddy Fermin,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,COL,COL,2026-04-20T23:54:32.270-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:48:19.172-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,249858-282-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4115,MLB,explicit_standard_odds_type,True,clean_standard
Gavin Sheets,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,COL,COL,2026-04-20T23:54:33.384-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:56:01.912-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,233461-282-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4118,MLB,explicit_standard_odds_type,True,clean_standard
Geraldo Perdomo,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CWS,CWS,2026-04-21T03:42:41.144-04:00,2026-04-21T21:40:00.000-04:00,2026-04-21T03:56:15.492-04:00,2026-04-21,MLB_game_HaBTmkABHg8zYix6IZWoeaDF,192631-282-MLB_game_HaBTmkABHg8zYix6IZWoeaDF-11-false,standard,,,False,False,False,Single Stat,pre_game,5376,MLB,explicit_standard_odds_type,True,clean_standard
Giancarlo Stanton,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,BOS,BOS,2026-04-21T00:10:15.176-04:00,2026-04-21T18:45:00.000-04:00,2026-04-21T00:36:48.052-04:00,2026-04-21,MLB_game_PDkMRIj6Lb495VL4W7oageqO,67622-282-MLB_game_PDkMRIj6Lb495VL4W7oageqO-11-false,standard,,,False,False,False,Single Stat,pre_game,1795,MLB,explicit_standard_odds_type,True,clean_standard
Gleyber Torres,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,MIL,MIL,2026-04-20T16:20:36.381-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T16:27:33.530-04:00,2026-04-21,MLB_game_tGDbCkIdd8gHi9kobfe0Pmh5,233407-282-MLB_game_tGDbCkIdd8gHi9kobfe0Pmh5-11-false,standard,,,False,False,False,Single Stat,pre_game,1322,MLB,explicit_standard_odds_type,True,clean_standard
Ildemaro Vargas,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CWS,CWS,2026-04-20T21:04:23.962-04:00,2026-04-21T21:40:00.000-04:00,2026-04-20T21:29:02.586-04:00,2026-04-21,MLB_game_HaBTmkABHg8zYix6IZWoeaDF,242657-282-MLB_game_HaBTmkABHg8zYix6IZWoeaDF-11-false,standard,,,False,False,False,Single Stat,pre_game,5328,MLB,explicit_standard_odds_type,True,clean_standard
J.T. Realmuto,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CHC,CHC,2026-04-20T22:13:27.102-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T22:20:56.747-04:00,2026-04-21,MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ,67634-282-MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ-11-false,standard,,,False,False,False,Single Stat,pre_game,2987,MLB,explicit_standard_odds_type,True,clean_standard
JJ Wetherholt,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,MIA,MIA,2026-04-21T04:17:49.940-04:00,2026-04-21T18:40:00.000-04:00,2026-04-21T04:22:35.250-04:00,2026-04-21,MLB_game_nkOKNdvgNH4WyNIW0pgv5lwc,309861-282-MLB_game_nkOKNdvgNH4WyNIW0pgv5lwc-11-false,standard,,,False,False,False,Single Stat,pre_game,1004,MLB,explicit_standard_odds_type,True,clean_standard
Jackson Merrill,HITTER,H+R+RBI,2.5,Hits+Runs+RBIs,COL,COL,2026-04-20T23:54:36.979-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:17:55.152-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,193123-282-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4082,MLB,explicit_standard_odds_type,True,clean_standard
Jacob Wilson,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,SEA,SEA,2026-04-21T01:08:55.875-04:00,2026-04-21T21:40:00.000-04:00,2026-04-21T01:23:33.625-04:00,2026-04-21,MLB_game_at2BiBQtzg03O8AobIj7qtrB,234180-282-MLB_game_at2BiBQtzg03O8AobIj7qtrB-11-false,standard,,,False,False,False,Single Stat,pre_game,4918,MLB,explicit_standard_odds_type,True,clean_standard
Jake Cronenworth,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,COL,COL,2026-04-20T23:54:38.942-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T01:38:26.325-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,67595-282-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4129,MLB,explicit_standard_odds_type,True,clean_standard
Jakob Marsee,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,STL,STL,2026-04-20T22:40:59.129-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T23:00:43.982-04:00,2026-04-21,MLB_game_nkOKNdvgNH4WyNIW0pgv5lwc,249953-282-MLB_game_nkOKNdvgNH4WyNIW0pgv5lwc-11-false,standard,,,False,False,False,Single Stat,pre_game,927,MLB,explicit_standard_odds_type,True,clean_standard
James Wood,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,ATL,ATL,2026-04-20T23:52:50.061-04:00,2026-04-21T18:45:00.000-04:00,2026-04-21T00:05:50.084-04:00,2026-04-21,MLB_game_rGEaL323NveTDgbIGJuK2Utl,201096-282-MLB_game_rGEaL323NveTDgbIGJuK2Utl-11-false,standard,,,False,False,False,Single Stat,pre_game,2148,MLB,explicit_standard_odds_type,True,clean_standard
Jeremiah Jackson,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,KC,KC,2026-04-20T22:14:00.806-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T23:39:51.079-04:00,2026-04-21,MLB_game_SCoXb5SkdEch8ckECcXlfUW6,249884-282-MLB_game_SCoXb5SkdEch8ckECcXlfUW6-11-false,standard,,,False,False,False,Single Stat,pre_game,3397,MLB,explicit_standard_odds_type,True,clean_standard
Jorge Soler,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,TOR,TOR,2026-04-21T03:07:38.665-04:00,2026-04-21T21:38:00.000-04:00,2026-04-21T03:11:14.906-04:00,2026-04-21,MLB_game_rZQsYVr6Q9JCDL2FRC99HuoF,233243-282-MLB_game_rZQsYVr6Q9JCDL2FRC99HuoF-11-false,standard,,,False,False,False,Single Stat,pre_game,4600,MLB,explicit_standard_odds_type,True,clean_standard
Jose Altuve,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CLE,CLE,2026-04-20T22:12:03.586-04:00,2026-04-21T18:10:00.000-04:00,2026-04-20T22:26:18.082-04:00,2026-04-21,MLB_game_4dghfrFyEJuCzjnhGK3kwaN,67545-282-MLB_game_4dghfrFyEJuCzjnhGK3kwaN-11-false,standard,,,False,False,False,Single Stat,pre_game,153,MLB,explicit_standard_odds_type,True,clean_standard
Jose Fernandez,HITTER,H+R+RBI,1.5,Hits+Runs+RBIs,CWS,CWS,2026-04-20T21:04:26.473-04:00,2026-04-21T21:40:00.000-04:00,2026-04-20T21:29:02.597-04:00,2026-04-21,MLB_game_HaBTmkABHg8zYix6IZWoeaDF,311230-282-MLB_game_HaBTmkABHg8zYix6IZWoeaDF-11-false,standard,,,False,False,False,Single Stat,pre_game,5331,MLB,explicit_standard_odds_type,True,clean_standard
