TEAM_ABBREVIATION,PLAYER_ID,SECONDS_PLAYED,GAMES_IN_SAMPLE,AVG_MINUTES_TOTAL,Q1_MINUTES,Q2_MINUTES,Q3_MINUTES,Q4_MINUTES,Q1_SHARE,Q2_SHARE,Q3_SHARE,Q4_SHARE
BKN,1642874,720.0,2,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BOS,1630625,2880.0,1,48.0,12.0,12.0,12.0,12.0,0.25,0.25,0.25,0.25
BOS,1627759,2422.5833333333335,12,40.37638888888889,13.244444444444444,11.756666666666666,12.876666666666667,13.208333333333334,0.2592572453917677,0.23013430482301125,0.25205807188298623,0.25855037790223484
BOS,1630202,2286.8571428571427,14,38.114285714285714,11.982142857142858,10.175,10.068181818181818,10.240909090909092,0.2821569466956176,0.23960212850545887,0.23708676106302942,0.24115416373589407
BOS,1631248,1672.7272727272727,11,27.87878787878788,8.642424242424243,6.17962962962963,8.52962962962963,9.902083333333334,0.25989309076779865,0.1858324700563656,0.2565011558524483,0.2977732833233875
BOS,1642873,1557.0,2,25.95,6.025,12.0,6.058333333333334,7.866666666666666,0.18857589984350548,0.3755868544600939,0.1896191966614502,0.24621804903495043
BOS,1641775,1528.5,10,25.475,8.347619047619046,7.344444444444445,7.933333333333334,11.125,0.24021651003185981,0.21134850578387823,0.22829475511299402,0.3201402290712679
BOS,1628369,1464.4166666666667,12,24.406944444444445,10.680555555555555,10.195238095238095,8.514285714285714,11.25,0.26280843252321484,0.2508665892025426,0.20950465272963392,0.2768203255446086
BOS,1630568,1283.3333333333333,6,21.38888888888889,6.602777777777778,5.320833333333334,5.847222222222222,8.0875,0.25534429047158663,0.20576861102159202,0.22612525512944462,0.3127618433773767
BOS,1642864,1203.5,2,20.058333333333334,12.0,8.058333333333334,0.0,0.0,0.5982550893228085,0.40174491067719154,0.0,0.0
BOS,1629674,1173.5,12,19.558333333333334,11.201666666666666,7.566666666666666,6.056666666666667,7.833333333333333,0.34299566215871397,0.23169175810155654,0.18545547333503445,0.23985710640469507
BOS,nan,1152.0,5,19.2,0.0,0.0,12.0,12.0,0.0,0.0,0.5,0.5
BOS,1628401,1126.6923076923076,13,18.778205128205126,11.039743589743589,10.558333333333334,6.203333333333333,6.8375,0.31870932162770854,0.30481135968702755,0.17908569546252825,0.19739362322273568
BOS,1631199,948.3333333333334,3,15.805555555555555,12.0,12.0,12.0,3.805555555555556,0.30146545708304257,0.30146545708304257,0.30146545708304257,0.0956036287508723
BOS,1630573,938.6666666666666,9,15.644444444444444,8.366666666666667,6.838888888888889,6.053333333333333,6.29,0.30370250867145276,0.24824554327659917,0.21973057997902715,0.22832136807292086
BOS,1642910,896.0,2,14.933333333333334,5.483333333333333,8.483333333333333,4.966666666666667,5.466666666666667,0.22472677595628418,0.34767759562841527,0.20355191256830601,0.22404371584699456
BOS,1629646,319.5,2,5.325,0.0,4.416666666666667,0.0,6.233333333333333,0.0,0.41471048513302033,0.0,0.5852895148669797
BOS,1642917,157.25,4,2.620833333333333,0.03333333333333333,4.433333333333334,0.0,2.0055555555555555,0.005150214592274678,0.6849785407725322,0.0,0.3098712446351931
CHA,1629684,1841.5,8,30.691666666666666,5.99375,7.690476190476191,10.475,7.49375,0.18935818116855033,0.24296218289862162,0.33093254602553734,0.23674708990729076
CHA,nan,1710.0,8,28.5,0.0,12.0,12.0,12.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CHA,1641706,1610.2666666666667,15,26.837777777777777,12.557777777777778,8.559259259259258,11.044444444444444,5.395238095238096,0.33436833459656085,0.22790220646866396,0.29407372552555433,0.14365573340922091
